date,species,temp,sex,mass,id,age,site
8/27/20,MYLU,NA,M,7.4,P_989.001034203111,A,MAOC
8/27/20,MYLU,NA,M,5.96,P_989.001034203119,J,MAOC
8/27/20,MYLU,NA,M,11.16,P_989.001034203165,A,MAOC
8/27/20,MYLU,NA,M,7.42,P_989.001034203189,J,MAOC
8/27/20,MYLU,NA,M,6.63,P_989.001034203134,J,MAOC
8/27/20,MYLU,NA,M,7,P_989.001034203190,J,MAOC
8/27/20,MYLU,NA,M,6.46,P_989.001034203149,J,MAOC
8/27/20,MYLU,NA,M,8.51,P_989.001034203179,A,MAOC
8/27/20,MYLU,NA,M,7.44,P_989.001034203198,A,MAOC
8/27/20,MYLU,NA,M,8.96,P_989.001034203176,J,MAOC
8/27/20,MYLU,NA,M,7.16,P_989.001034203153,A,MAOC
8/27/20,MYLU,NA,M,6.79,P_989.001034203133,J,MAOC
8/27/20,MYLU,NA,F,6.76,P_989.001034203192,A,MAOC
8/27/20,MYLU,NA,F,6.71,P_989.001034203110,A,MAOC
8/27/20,MYLU,NA,F,7.21,P_989.001034203132,A,MAOC
8/27/20,MYLU,NA,F,7.68,P_989.001034203136,A,MAOC
8/27/20,MYLU,NA,M,6.77,P_989.001034203156,J,MAOC
8/27/20,MYLU,NA,F,9,P_989.001034203202,A,MAOC
8/27/20,MYLU,NA,M,6.8,P_989.001034203125,J,MAOC
8/27/20,MYLU,NA,F,6.67,P_989.001034203163,J,MAOC
8/27/20,MYLU,NA,F,7.57,P_989.001034203147,J,MAOC
8/27/20,MYLU,NA,F,6.38,P_989.001034203108,A,MAOC
8/27/20,MYLU,NA,F,8.28,P_989.001034203113,A,MAOC
8/27/20,MYLU,NA,M,7.21,P_989.001034203129,J,MAOC
8/27/20,MYLU,NA,M,9.07,P_989.001034203173,A,MAOC
8/27/20,MYLU,NA,M,8.21,P_989.001034203117,A,MAOC
8/27/20,MYLU,NA,F,6.52,P_989.001034203175,J,MAOC
8/27/20,MYLU,NA,M,7.88,P_989.001034203158,A,MAOC
8/27/20,MYLU,NA,M,6.56,P_989.001034203162,J,MAOC
8/27/20,MYLU,NA,F,8,P_989.001034203195,J,MAOC
8/27/20,MYLU,NA,F,7.62,P_989.001034203180,A,MAOC
8/27/20,MYLU,NA,F,7.16,P_989.001034203276,J,MAOC
8/27/20,MYLU,NA,F,7,P_989.001034203214,J,MAOC
8/27/20,MYLU,NA,M,6.47,P_989.001034203297,J,MAOC
8/27/20,MYLU,NA,M,9.54,P_989.001034203206,J,MAOC
8/27/20,MYLU,NA,F,9.75,P_989.001034203298,J,MAOC
8/27/20,MYLU,NA,F,7.41,P_989.001034203294,J,MAOC
9/2/20,MYLU,NA,M,10.08,P_989.001034203229,A,NEIN
9/2/20,MYLU,NA,M,8.75,P_989.001034203275,A,NEIN
9/2/20,MYLU,NA,M,7.63,P_989.001034203215,J,NEIN
9/2/20,MYLU,NA,M,7.42,P_989.001034203278,J,NEIN
9/2/20,MYLU,NA,M,7.39,P_989.001034203213,J,NEIN
9/2/20,MYLU,NA,M,8.45,P_989.001034203248,J,NEIN
9/2/20,MYLU,NA,M,8.26,P_989.001034203213,A,NEIN
9/2/20,MYLU,NA,M,7.47,P_989.001034203274,J,NEIN
9/2/20,MYLU,NA,M,8.32,P_989.001034203279,A,NEIN
9/2/20,MYLU,NA,M,7.88,P_989.001034203207,J,NEIN
9/2/20,MYLU,NA,M,6.66,P_989.001034203251,J,NEIN
9/2/20,MYLU,NA,M,8.38,P_989.001034203208,J,NEIN
9/2/20,MYLU,NA,M,9.03,P_989.001034203296,A,NEIN
9/2/20,MYLU,NA,F,7.8,P_989.001034203250,J,NEIN
9/2/20,MYLU,NA,M,7.5,P_989.001034203287,J,NEIN
9/2/20,MYLU,NA,M,8.1,P_989.001034203260,J,NEIN
9/2/20,MYLU,NA,M,7.53,P_989.001034203242,J,NEIN
9/2/20,MYLU,NA,M,7.56,P_989.001034203285,J,NEIN
9/2/20,MYLU,NA,M,8.43,P_989.001034203280,J,NEIN
9/2/20,MYLU,NA,M,8.04,P_989.001034203246,A,NEIN
9/2/20,MYLU,NA,M,7.2,P_989.001034203245,A,NEIN
9/2/20,MYLU,NA,M,10.55,P_989.001034203211,J,NEIN
9/2/20,MYLU,NA,M,7.92,P_989.001034203243,A,NEIN
9/2/20,MYLU,NA,M,7.62,P_989.001034203244,A,NEIN
9/2/20,MYLU,NA,M,9.83,P_989.001034203220,A,NEIN
9/2/20,MYLU,NA,M,7,P_989.001034203210,J,NEIN
9/2/20,MYLU,NA,M,8.25,P_989.001034203224,J,NEIN
9/2/20,MYLU,NA,M,10.29,P_989.001034203240,A,NEIN
9/2/20,MYLU,NA,M,7.14,P_989.001034203292,A,NEIN
9/2/20,MYLU,NA,F,11.21,P_989.001034203237,A,NEIN
9/2/20,MYLU,NA,M,8.46,P_989.001034203304,A,NEIN
9/2/20,MYLU,NA,F,7.39,P_989.001034203290,J,NEIN
9/2/20,MYLU,NA,M,9.07,P_989.001034203273,A,NEIN
9/2/20,MYLU,NA,M,7.16,P_989.001034203238,A,NEIN
9/2/20,MYLU,NA,M,8.11,P_989.001034203270,J,NEIN
9/2/20,MYLU,NA,M,9.21,P_989.001034203301,A,NEIN
9/2/20,MYLU,NA,M,8.44,P_989.001034203239,A,NEIN
9/2/20,MYLU,NA,M,8.67,P_989.001034203264,J,NEIN
9/2/20,MYLU,NA,F,7.68,P_989.001034203271,J,NEIN
9/2/20,MYLU,NA,F,12,P_989.001034203277,J,NEIN
9/2/20,MYLU,NA,M,13.4,P_989.001034203252,A,NEIN
9/2/20,MYLU,NA,M,10.27,P_989.001034203227,A,NEIN
9/2/20,MYLU,NA,M,7.29,P_989.001034203302,J,NEIN
9/2/20,MYLU,NA,M,9.42,P_989.001034203209,A,NEIN
9/2/20,MYLU,NA,M,9.91,P_989.001034203222,J,NEIN
9/2/20,MYLU,NA,F,8.51,P_989.001034203218,A,NEIN
9/2/20,MYLU,NA,M,9,P_989.001034203234,J,NEIN
9/2/20,MYLU,NA,M,7.94,P_989.001034203288,J,NEIN
9/2/20,MYLU,NA,M,8.04,P_989.001034203254,A,NEIN
9/2/20,MYLU,NA,M,8.81,P_989.001034203289,J,NEIN
9/2/20,MYLU,NA,M,9.08,P_989.001034203233,J,NEIN
9/2/20,MYLU,NA,M,7.67,P_989.001034203282,A,NEIN
9/2/20,MYLU,NA,M,9,P_989.001034203265,J,NEIN
9/2/20,MYLU,NA,F,11.17,P_989.001034203253,A,NEIN
9/2/20,MYLU,NA,M,7.45,P_989.001034203236,J,NEIN
9/2/20,MYLU,NA,F,6.35,P_989.001034203272,J,NEIN
9/2/20,MYLU,NA,M,8.74,P_989.001034203286,A,NEIN
9/2/20,MYLU,NA,F,7.08,P_989.001034203230,J,NEIN
9/2/20,MYLU,NA,M,8.12,P_989.001034203300,A,NEIN
9/2/20,MYLU,NA,M,9.29,P_989.001034203258,A,NEIN
9/2/20,MYLU,NA,M,9.04,P_989.001034203267,A,NEIN
9/2/20,MYLU,NA,M,9.19,P_989.001034203259,A,NEIN
9/2/20,MYLU,NA,M,9.21,P_989.001034203217,A,NEIN
9/2/20,MYLU,NA,F,9.3,P_989.001034203269,A,NEIN
9/2/20,MYLU,NA,M,9.5,P_989.001034203221,J,NEIN
9/2/20,MYLU,NA,M,8.6,P_989.001034203256,A,NEIN
9/2/20,MYLU,NA,F,7.6,P_989.001034203228,J,NEIN
9/2/20,MYLU,NA,F,9.36,P_989.001034203255,A,NEIN
9/2/20,MYLU,NA,M,7.52,P_989.001034203263,J,NEIN
9/2/20,MYLU,NA,M,13.2,P_989.001034203232,A,NEIN
9/2/20,MYLU,NA,M,7.19,P_989.001034203241,J,NEIN
9/2/20,MYLU,NA,F,7.31,P_989.001034203295,J,NEIN
9/2/20,MYLU,NA,M,8.47,P_989.001034203249,A,NEIN
9/2/20,MYLU,NA,M,9.64,P_989.001034203257,A,NEIN
9/2/20,MYLU,NA,M,8.22,P_989.001034203262,J,NEIN
9/2/20,MYLU,NA,M,9.83,P_989.001034203303,J,NEIN
9/2/20,MYLU,NA,M,9.25,P_989.001034203266,A,NEIN
9/2/20,MYLU,NA,M,7.72,P_989.001034203268,A,NEIN
9/2/20,MYLU,NA,M,11.3,P_989.001034203305,A,NEIN
9/2/20,MYLU,NA,,NA,P_989.001034203212,,NEIN
11/5/20,MYLU,9.1,M,8.36,P_989.001034203286,A,NEIN
11/5/20,MYLU,8.9,M,NA,P_982.000410631649,A,NEIN
11/5/20,MYLU,7.9,M,8,P_982.000410631665,A,NEIN
11/5/20,MYLU,9.8,M,10.59,P_989.001034203275,A,NEIN
11/5/20,MYLU,9.8,M,NA,P_982.000410631593,A,NEIN
11/5/20,MYLU,9.9,M,9.19,P_982.000410631679,A,NEIN
11/5/20,MYLU,8.3,M,NA,P_982.000410631687,A,NEIN
11/5/20,MYLU,8.8,M,NA,P_982.000410631608,A,NEIN
11/5/20,PESU,8.6,F,NA,P_982.000410631663,A,NEIN
11/5/20,PESU,9.7,M,NA,P_982.000410631634,A,NEIN
11/5/20,PESU,9.2,F,NA,P_982.000410631669,A,NEIN
11/5/20,MYLU,8.9,M,9.6,P_982.000410631650,A,NEIN
11/5/20,MYLU,9,M,NA,P_989.001034203258,A,NEIN
11/5/20,MYLU,9.3,M,9.83,P_989.001034203232,,NEIN
11/5/20,MYLU,9.6,M,NA,P_982.000410631685,,NEIN
11/5/20,MYLU,9.6,M,10.38,P_982.000410631682,,NEIN
11/5/20,MYLU,9.6,F,NA,P_982.000410631672,,NEIN
11/5/20,MYLU,9.7,M,NA,P_982.000410631651,,NEIN
11/5/20,MYLU,9.8,M,10.89,P_989.001034203301,,NEIN
11/5/20,MYLU,10,F,NA,P_982.000410631631,,NEIN
11/5/20,MYLU,9.9,M,9.86,P_989.001034203208,,NEIN
11/5/20,MYLU,9.5,M,NA,P_982.000410631680,A,NEIN
11/5/20,MYLU,9.7,F,NA,P_982.000410631644,A,NEIN
11/5/20,MYLU,9.71,M,NA,P_982.000410631626,,NEIN
11/5/20,MYLU,9.6,M,NA,P_982.000410631678,,NEIN
11/5/20,PESU,10.4,F,7.86,P_982.000410631639,J,NEIN
11/5/20,MYLU,10.7,M,8.75,P_989.001034203215,,NEIN
11/5/20,MYLU,10.6,M,8.54,P_989.001034203217,,NEIN
11/10/20,MYLU,6,M,9.32,P_989.001038117518,A,BAIT
11/10/20,MYLU,6.1,F,9.89,P_989.001038117517,J,BAIT
11/10/20,MYLU,5.8,M,9.4,P_989.001038117477,A,BAIT
11/10/20,MYLU,6.1,M,8.75,P_989.001038117536,J,BAIT
11/10/20,MYLU,5.8,F,9.96,P_989.001038117487,A,BAIT
11/10/20,MYLU,5.9,M,8.91,P_989.001038117519,A,BAIT
11/10/20,MYLU,5.5,M,NA,P_989.001038117495,A,BAIT
11/10/20,MYLU,5.8,F,10.35,P_989.001038117502,A,BAIT
11/10/20,MYLU,5.5,M,9.8,P_989.001038117527,J,BAIT
11/10/20,MYLU,5.8,M,9.5,P_989.001038117530,A,BAIT
11/10/20,MYLU,5.9,M,NA,P_989.001038117522,A,BAIT
11/10/20,MYLU,5.9,M,9.34,P_989.001038117542,A,BAIT
11/10/20,MYLU,5.8,M,8.85,P_989.001038117543,A,BAIT
11/10/20,MYLU,5.8,M,8.73,P_989.001038117513,A,BAIT
11/10/20,MYLU,5.8,M,8.19,P_989.001038117537,J,BAIT
11/10/20,MYLU,5.8,M,9.5,P_989.001038117550,A,BAIT
11/10/20,MYLU,6.2,F,NA,P_989.001038117475,A,BAIT
11/10/20,MYLU,6.2,M,9.75,P_989.001038117512,A,BAIT
11/10/20,MYLU,3.8,M,9.45,P_989.001038117531,A,BAIT
11/10/20,MYLU,6.6,F,10,P_989.001038117523,A,BAIT
11/10/20,MYLU,NA,F,NA,P_989.001038117490,,BAIT
11/10/20,MYLU,NA,,NA,P_989.001038117478,,BAIT
11/10/20,MYLU,NA,,NA,P_989.001038117544,,BAIT
11/10/20,PESU,6.1,F,NA,P_989.001038117471,J,MAOC
11/10/20,PESU,6.5,M,NA,P_989.001038117538,J,MAOC
11/10/20,PESU,7.4,M,NA,P_989.001038117491,J,MAOC
11/10/20,MYLU,6.6,M,8.06,P_989.001038117481,J,MAOC
11/10/20,MYLU,6.6,F,10.19,P_989.001038117510,A,MAOC
11/10/20,EPFU,6.8,,NA,P_989.001038117476,,MAOC
11/10/20,MYLU,7.2,M,9.93,P_989.001038117458,A,MAOC
11/10/20,MYLU,7.2,M,NA,P_989.001038117470,A,MAOC
11/10/20,MYLU,6.9,M,NA,P_989.001038117465,A,MAOC
11/10/20,MYLU,6.3,M,9.07,P_989.001038117479,A,MAOC
11/10/20,PESU,8.6,M,NA,P_989.001038117524,A,MAOC
11/10/20,MYLU,7.9,F,9.36,P_989.001038117521,A,MAOC
11/10/20,MYLU,8,M,9,P_989.001038117526,A,MAOC
11/10/20,MYLU,8,F,10.21,P_989.001038117496,A,MAOC
11/10/20,PESU,9.9,M,7.3,P_989.001038117532,A,MAOC
11/10/20,PESU,9.9,F,8.03,P_989.001038117551,A,MAOC
11/10/20,PESU,8.9,F,7.85,P_989.001038117554,J,MAOC
11/10/20,PESU,9.7,M,6.43,P_989.001038117556,J,MAOC
11/10/20,PESU,9.7,M,5.84,P_989.001038117557,J,MAOC
11/10/20,MYLU,10.7,M,NA,P_989.001034203198,A,MAOC
11/10/20,MYLU,10.4,M,NA,P_989.001034179320,A,MAOC
11/10/20,MYLU,10.3,M,8.85,P_989.001038117536,A,MAOC
11/10/20,MYLU,11.3,M,9.18,P_989.001038117541,J,MAOC
11/10/20,MYLU,10.3,M,10.35,P_989.001038117555,A,MAOC
11/10/20,MYLU,9.5,M,9.67,P_989.001038117547,A,MAOC
11/10/20,PESU,10.4,F,8.76,P_989.001038117506,A,MAOC
11/10/20,MYLU,9.6,F,10.2,P_989.001038117553,A,MAOC
11/10/20,MYLU,9.5,F,9.63,P_989.001038117552,A,MAOC
11/10/20,PESU,9.5,F,NA,P_989.001038117540,A,MAOC
11/10/20,MYLU,9.5,M,10.45,P_989.001038117533,A,MAOC
11/10/20,MYLU,9.5,M,10.72,P_989.001038117545,J,MAOC
3/1/21,MYLU,3.8,M,7.58,P_989.001038117477,A,BAIT
3/1/21,MYLU,4.1,F,NA,P_989.001038117490,A,BAIT
3/1/21,MYLU,3.3,F,8.34,P_989.001038117502,A,BAIT
3/1/21,MYLU,2.6,M,NA,P_989.001038117475,A,BAIT
3/1/21,MYLU,3.5,M,NA,P_989.001038117495,A,BAIT
3/1/21,MYLU,3.5,M,NA,P_989.001038117522,A,BAIT
3/1/21,MYLU,4.6,M,7.9,P_989.001038117543,J,BAIT
3/1/21,MYLU,4.5,M,7.7,P_989.001038117542,A,BAIT
3/1/21,MYLU,3.5,M,8.04,P_989.001038117531,,BAIT
3/2/21,MYLU,6.4,F,8.12,P_989.001038117496,,MAOC
3/2/21,MYLU,5.3,F,7.82,P_989.001038117521,A,MAOC
3/2/21,MYLU,5.3,M,8.89,P_989.001034203140,A,MAOC
3/2/21,PESU,5.2,M,NA,P_989.001038117524,A,MAOC
3/2/21,PESU,7.3,M,5.73,P_989.001038117532,,MAOC
3/2/21,PESU,7.5,M,4.51,P_989.001038117556,,MAOC
3/2/21,PESU,7.8,F,6.48,P_989.001038117506,,MAOC
3/2/21,PESU,7.1,F,NA,P_989.001038117540,,MAOC
3/2/21,MYLU,4.7,M,8.19,P_989.001034203204,,MAOC
3/2/21,PESU,4.5,M,NA,P_989.001038117491,A,MAOC
3/2/21,PESU,6,,NA,P_989.001038117471,,MAOC
3/2/21,MYLU,9.1,,NA,P_989.001034203153,,MAOC
3/10/21,MYLU,6,F,NA,P_989.001038117549,A,NEIN
3/10/21,PESU,5,F,NA,P_989.001038117525,A,NEIN
3/10/21,MYLU,6,F,NA,P_989.001038117473,A,NEIN
3/10/21,PESU,9.6,F,NA,P_989.001038117461,A,NEIN
3/10/21,MYLU,5.5,F,NA,P_989.001038117493,A,NEIN
3/10/21,MYLU,4.8,M,NA,P_989.001038117483,A,NEIN
3/10/21,MYLU,5.6,F,NA,P_989.001038117534,A,NEIN
3/10/21,MYLU,5.8,M,9.48,P_989.001034203232,J,NEIN
3/10/21,MYLU,6.3,M,NA,P_982.000410631685,J,NEIN
3/10/21,MYLU,6.5,M,NA,P_989.001038117514,A,NEIN
3/10/21,MYLU,6.8,F,NA,P_989.001038117492,J,NEIN
3/10/21,MYLU,8,M,NA,P_982.000410631678,A,NEIN
3/10/21,MYLU,8.1,M,8.36,P_989.001034203260,A,NEIN
3/10/21,MYLU,7.8,F,NA,P_989.001038117509,A,NEIN
3/10/21,MYLU,7.9,F,NA,P_989.001038117488,A,NEIN
3/10/21,MYLU,8.5,M,NA,P_989.001038117511,A,NEIN
3/10/21,MYLU,8.2,M,NA,P_989.001038117546,A,NEIN
3/10/21,MYLU,8.2,M,NA,P_989.001038117468,J,NEIN
3/10/21,MYLU,8.2,M,NA,P_989.001038117508,J,NEIN
3/10/21,MYLU,8.2,M,NA,P_989.001038117548,A,NEIN
3/10/21,MYLU,8.2,F,NA,P_989.001038117500,J,NEIN
3/10/21,MYLU,8.2,F,NA,P_989.001038117507,A,NEIN
8/16/21,MYLU,NA,M,7.37,P_989.001040545178,J,BAIT
8/16/21,MYLU,NA,M,7.9,P_989.001034179427,A,BAIT
8/16/21,PESU,NA,F,7.89,P_989.001034179405,J,BAIT
8/16/21,MYLU,NA,M,9.08,P_989.001040545206,A,BAIT
8/16/21,MYLU,NA,M,9.18,P_989.001034179419,J,BAIT
8/17/21,MYLU,NA,F,7.56,P_989.001032567384,J,MAOC
8/17/21,MYLU,NA,F,7,P_989.001032567358,J,MAOC
8/17/21,MYLU,NA,F,7.16,P_989.001032567345,J,MAOC
8/17/21,MYLU,NA,F,6.93,P_989.001032567352,J,MAOC
8/17/21,MYLU,NA,M,7.63,P_989.001032567405,J,MAOC
8/17/21,MYLU,NA,M,7,P_989.001032567369,J,MAOC
8/17/21,MYLU,NA,F,6.87,P_989.001032567342,J,MAOC
8/17/21,MYLU,NA,M,7.34,P_989.001032567402,J,MAOC
8/17/21,MYLU,NA,M,8.5,P_989.001032567395,A,MAOC
8/17/21,MYLU,NA,M,6.78,P_989.001032567354,J,MAOC
8/17/21,MYLU,NA,F,7.76,P_989.001032567397,J,MAOC
8/17/21,MYSE,NA,M,6.08,P_989.001032567388,J,MAOC
8/17/21,MYLU,NA,M,7.25,P_989.001032567386,J,MAOC
8/17/21,MYLU,NA,F,6.94,P_989.001032567428,J,MAOC
8/17/21,MYLU,NA,F,6.94,P_989.001032567408,A,MAOC
8/17/21,MYLU,NA,M,7.85,P_989.001032567432,J,MAOC
8/17/21,MYLU,NA,M,7.8,P_989.001032567362,A,MAOC
8/17/21,MYLU,NA,F,6.82,P_989.001032567389,A,MAOC
8/17/21,MYLU,NA,F,8,P_989.001032567436,A,MAOC
8/17/21,MYLU,NA,M,7.15,P_989.001032567396,A,MAOC
8/17/21,MYLU,NA,M,7.34,P_989.001032567423,J,MAOC
8/17/21,EPFU,NA,F,16.41,P_989.001032567398,J,MAOC
8/17/21,MYLU,NA,F,6.9,P_989.001032567366,J,MAOC
8/17/21,EPFU,NA,M,18.51,P_989.001032567392,A,MAOC
8/17/21,MYLU,NA,F,7.54,P_989.001032567393,A,MAOC
8/17/21,MYLU,NA,M,7.28,P_989.001032567440,J,MAOC
8/17/21,MYLU,NA,F,7.51,P_989.001032567361,A,MAOC
8/17/21,PESU,NA,M,6.47,P_989.001032567403,J,MAOC
8/17/21,MYLU,NA,F,7.21,P_989.001032567387,J,MAOC
8/17/21,MYLU,NA,F,7.28,P_989.001032567407,J,MAOC
8/17/21,MYLU,NA,M,9.69,P_989.001032567344,A,MAOC
8/17/21,MYLU,NA,M,7.49,P_989.001032567426,J,MAOC
8/17/21,MYLU,NA,F,8.36,P_989.001032567424,A,MAOC
8/17/21,MYLU,NA,M,7.41,P_989.001032567421,A,MAOC
8/17/21,MYLU,NA,F,7.62,P_989.001032567417,J,MAOC
8/17/21,MYLU,NA,F,7.67,P_989.001032567357,A,MAOC
8/17/21,MYLU,NA,F,7.76,P_989.001032567419,A,MAOC
8/17/21,MYLU,NA,F,7.89,P_989.001032567382,J,MAOC
8/17/21,MYLU,NA,M,7.24,P_989.001032567414,J,MAOC
8/17/21,MYLU,NA,F,7.82,P_989.001032567406,J,MAOC
8/17/21,MYLU,NA,M,7.54,P_989.001032567429,J,MAOC
8/17/21,MYLU,NA,M,7.37,P_989.001032567356,J,MAOC
8/17/21,MYLU,NA,M,7.32,P_989.001032567430,J,MAOC
8/17/21,MYLU,NA,M,7.17,P_989.001032567385,J,MAOC
8/17/21,MYLU,NA,F,8.29,P_989.001032567437,A,MAOC
8/17/21,MYLU,NA,F,7.43,P_989.001032567433,J,MAOC
8/17/21,MYLU,NA,F,8,P_989.001032567351,J,MAOC
8/17/21,MYLU,NA,F,7.78,P_989.001032567360,A,MAOC
8/17/21,MYLU,NA,M,8.11,P_989.001032567416,J,MAOC
8/17/21,MYLU,NA,F,8.58,P_989.001032567350,A,MAOC
8/17/21,MYLU,NA,F,7.54,P_989.001032567400,J,MAOC
8/17/21,MYLU,NA,M,8.41,P_989.001032567435,A,MAOC
8/17/21,MYLU,NA,M,7.72,P_989.001032567349,J,MAOC
8/17/21,MYLU,NA,F,8.81,P_989.001032567391,A,MAOC
8/17/21,MYLU,NA,M,8.58,P_989.001032567399,A,MAOC
8/17/21,MYLU,NA,M,7.78,P_989.001032567378,J,MAOC
8/17/21,MYLU,NA,M,8.78,P_989.001032567431,J,MAOC
8/17/21,MYLU,NA,M,7.36,P_989.001032567438,J,MAOC
8/17/21,MYLU,NA,M,11.25,P_989.001032567401,A,MAOC
8/17/21,MYLU,NA,F,7.64,P_989.001032567420,A,MAOC
8/17/21,MYLU,NA,M,7.67,P_989.001032567422,A,MAOC
8/17/21,MYLU,NA,M,7.41,P_989.001032567347,J,MAOC
8/17/21,MYLU,NA,M,7,P_989.001032567390,J,MAOC
8/17/21,MYLU,NA,F,8.1,P_989.001032567439,J,MAOC
8/17/21,MYLU,NA,F,7.37,P_989.001032567348,J,MAOC
8/19/21,MYLU,NA,M,9.28,P_989.001032567373,A,NEIN
8/19/21,MYLU,NA,M,6.9,P_989.001032567418,J,NEIN
8/19/21,MYLU,NA,M,7.75,P_989.001032567427,A,NEIN
8/19/21,MYLU,NA,F,7.3,P_989.001032567371,J,NEIN
8/19/21,MYLU,NA,M,7.07,P_989.001032567415,J,NEIN
8/19/21,MYLU,NA,M,7.41,P_989.001032567409,J,NEIN
8/19/21,MYLU,NA,M,7.05,P_989.001032567367,J,NEIN
8/19/21,MYLU,NA,M,6.97,P_989.001032567368,J,NEIN
8/19/21,MYLU,NA,M,6.85,P_989.001032567410,J,NEIN
8/19/21,MYLU,NA,M,7.42,P_989.001032567370,J,NEIN
8/19/21,MYLU,NA,M,7.41,P_989.001032567404,J,NEIN
8/19/21,MYLU,NA,F,7.79,P_989.001032567372,J,NEIN
8/19/21,MYLU,NA,M,9,P_989.001032567425,J,NEIN
8/19/21,MYLU,NA,M,7.22,P_989.001032567413,J,NEIN
8/19/21,MYLU,NA,F,7.25,P_989.001032567374,J,NEIN
8/19/21,MYLU,NA,M,7.49,P_989.001032567343,J,NEIN
8/19/21,MYLU,NA,F,7.2,P_989.001032567364,J,NEIN
8/19/21,MYLU,NA,F,7.51,P_989.001032567363,J,NEIN
8/19/21,MYLU,NA,F,8.17,P_989.001032567381,J,NEIN
8/19/21,MYLU,NA,M,8.4,P_989.001032567412,J,NEIN
8/19/21,MYLU,NA,F,8.9,P_989.001032567394,J,NEIN
8/19/21,MYLU,NA,F,8.07,P_989.001032567376,J,NEIN
8/19/21,MYLU,NA,F,11.57,P_989.001032567434,A,NEIN
8/19/21,MYLU,NA,M,7.41,P_989.001032567346,J,NEIN
8/19/21,MYLU,NA,M,7.07,P_989.001032567355,J,NEIN
8/19/21,MYLU,NA,F,8.25,P_989.001032567383,J,NEIN
8/19/21,MYLU,NA,M,7.3,P_989.001032567353,J,NEIN
8/19/21,MYLU,NA,M,7.44,P_989.001032567380,J,NEIN
8/19/21,MYLU,NA,M,7.5,P_989.001032567359,J,NEIN
8/19/21,MYLU,NA,M,8.17,P_989.001032567375,J,NEIN
8/19/21,MYLU,NA,M,8.63,P_989.001032567411,J,NEIN
8/19/21,MYLU,NA,M,7.51,P_989.001032567377,J,NEIN
8/19/21,MYLU,NA,F,6.92,P_989.001032567441,J,NEIN
8/19/21,MYLU,NA,M,7.93,P_989.001032566750,J,NEIN
8/19/21,MYLU,NA,F,8.66,P_989.001032566774,A,NEIN
8/19/21,MYLU,NA,M,7.58,P_989.001032566801,J,NEIN
8/19/21,MYLU,NA,F,7.87,P_989.001032566776,J,NEIN
8/19/21,MYLU,NA,M,7.74,P_989.001032566823,J,NEIN
8/19/21,MYLU,NA,F,8.78,P_989.001032566837,J,NEIN
8/19/21,MYLU,NA,F,9,P_989.001032566777,J,NEIN
8/19/21,MYLU,NA,F,7.93,P_989.001032566835,J,NEIN
8/19/21,MYLU,NA,M,7.77,P_989.001032566791,J,NEIN
8/19/21,MYLU,NA,M,7.63,P_989.001032566758,J,NEIN
8/19/21,MYLU,NA,M,7.78,P_989.001032566749,A,NEIN
8/19/21,MYLU,NA,F,8.38,P_989.001032566772,J,NEIN
8/19/21,MYLU,NA,F,8.05,P_989.001032566765,J,NEIN
8/19/21,MYLU,NA,M,7,P_989.001032566784,J,NEIN
8/19/21,MYLU,NA,M,7.91,P_989.001032566742,J,NEIN
8/19/21,MYLU,NA,F,8.52,P_989.001032566803,J,NEIN
8/19/21,MYLU,NA,M,7.79,P_989.001032566818,J,NEIN
8/19/21,MYLU,NA,F,7.66,P_989.001032566825,J,NEIN
8/19/21,MYLU,NA,F,7.3,P_989.001032566744,J,NEIN
8/19/21,MYLU,NA,F,8.06,P_989.001032566757,J,NEIN
8/19/21,MYLU,NA,M,8.23,P_989.001032566761,J,NEIN
8/19/21,MYLU,NA,M,8.55,P_989.001032566798,J,NEIN
8/19/21,MYLU,NA,M,7.56,P_989.001032566769,J,NEIN
8/19/21,MYLU,NA,M,7.8,P_989.001032566806,J,NEIN
8/19/21,MYLU,NA,F,8.18,P_989.001032566753,A,NEIN
8/19/21,MYLU,NA,M,7.42,P_989.001032566759,A,NEIN
8/19/21,MYLU,NA,F,7.66,P_989.001032566816,J,NEIN
8/19/21,MYLU,NA,M,7.39,P_989.001032566840,J,NEIN
8/19/21,MYLU,NA,M,9.88,P_989.001032566826,A,NEIN
8/19/21,MYLU,NA,F,8.09,P_989.001032566831,J,NEIN
8/19/21,MYLU,NA,F,7.9,P_989.001032566775,J,NEIN
8/19/21,MYLU,NA,F,7.53,P_989.001032566751,J,NEIN
8/19/21,MYLU,NA,M,7.22,P_989.001032566804,J,NEIN
8/19/21,MYLU,NA,M,7.81,P_989.001032566819,J,NEIN
8/30/21,MYLU,NA,M,7.67,P_989.001034179420,J,NEIN
8/30/21,MYLU,NA,M,7.71,P_989.001040476319,J,NEIN
8/30/21,MYLU,NA,M,6.33,P_989.001034179447,J,NEIN
8/30/21,MYLU,NA,M,8.55,P_989.001040476327,J,NEIN
8/30/21,MYLU,NA,M,8.79,P_989.001034179446,A,NEIN
8/30/21,MYLU,NA,M,7.09,P_989.001040476334,J,NEIN
8/30/21,MYLU,NA,M,8.46,P_989.001034179450,A,NEIN
8/30/21,MYLU,NA,M,6.85,P_989.001040476310,J,NEIN
8/30/21,MYLU,NA,F,7.45,P_989.001034179429,A,NEIN
8/30/21,MYLU,NA,M,6.59,P_989.001040476329,J,NEIN
