"pit_id","sex","date.tagged","species","site"
"P_989.001038117640","F",2021-11-17,"MYLU","NEDA MINE"
"P_989.001038117633","F",2021-11-17,"MYLU","NEDA MINE"
"P_989.001038117528","M",2021-11-17,"PESU","NEDA MINE"
"P_989.001038117469","F",2021-11-17,"PESU","NEDA MINE"
"P_989.001038117466","M",2021-11-17,"MYLU","NEDA MINE"
"P_989.001038117467","M",2021-11-17,"MYLU","NEDA MINE"
"P_989.001038117494","F",2021-11-17,"MYLU","NEDA MINE"
"P_989.001038117462","M",2021-11-17,"MYLU","NEDA MINE"
"P_989.001038117463","M",2021-11-17,"MYLU","NEDA MINE"
"P_989.001038117646","M",2021-11-17,"MYLU","NEDA MINE"
"P_989.001032567018","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566982","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566986","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566983","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566949","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566944","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566955","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566971","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566965","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566972","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032567039","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566994","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566989","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566993","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566974","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566953","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566991","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566999","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566811","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566805","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566756","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566799","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566755","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566824","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566828","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566814","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566796","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566802","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566792","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566762","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566810","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566833","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566779","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566822","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566766","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566787","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566783","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566829","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566747","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566788","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566760","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566771","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566748","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566782","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566813","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566746","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566817","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566815","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566778","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566808","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566785","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566754","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566821","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566800","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566812","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566781","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566836","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566839","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566745","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566768","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566809","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566820","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566794","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566763","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566786","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566807","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566790","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566834","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566743","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566827","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566764","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566830","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566767","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566789","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566841","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032567065","M",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032566832","F",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032567114","M",2022-08-29,"EPFU","NEDA MINE"
"P_989.001032566780","",2022-08-29,"MYLU","NEDA MINE"
"P_989.001032567120","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567105","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567124","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567077","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567083","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567088","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567129","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567091","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567082","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567134","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567067","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567063","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567101","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567133","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567074","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567044","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567052","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567079","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567121","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567137","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567136","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567094","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567089","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567043","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567049","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567072","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567073","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567056","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567141","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567075","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567126","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567069","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567107","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567128","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567098","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567054","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567045","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567127","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567097","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567119","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567068","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567095","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567042","F",2022-08-31,"MYSE","MAIDEN ROCK"
"P_989.001032567092","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567057","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567046","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567112","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567123","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567064","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567084","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567055","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567104","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567113","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567103","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567076","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567066","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567078","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567122","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567102","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567108","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567096","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567086","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567109","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567110","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567111","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567117","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567130","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567139","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567048","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567061","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567062","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567071","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567116","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567081","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567093","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567125","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567115","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567090","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567051","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567047","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567118","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567106","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567059","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567099","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567132","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567131","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567140","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567058","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567070","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567087","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567080","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567053","M",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567085","F",2022-08-31,"MYLU","MAIDEN ROCK"
"P_989.001032567138","M",2022-08-31,"EPFU","MAIDEN ROCK"
"P_989.001032567100","M",2022-08-31,"EPFU","MAIDEN ROCK"
"P_989.001032567060","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567135","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567050","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567156","F",2022-09-01,"PESU","BAY CITY"
"P_989.001032567189","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567211","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567196","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567149","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567184","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567162","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567200","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567219","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567143","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567198","M",2022-09-01,"PESU","BAY CITY"
"P_989.001032567207","F",2022-09-01,"PESU","BAY CITY"
"P_989.001032567216","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567180","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567183","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567239","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567238","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567209","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567158","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567205","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567201","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567175","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567214","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567153","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567167","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567218","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567155","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567226","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567178","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567215","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567152","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567210","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567237","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567187","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567233","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567170","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567217","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567176","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567166","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567165","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567220","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567208","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567193","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567231","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567181","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567236","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567203","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567182","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567161","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567229","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567147","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567213","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567230","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567146","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567188","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567173","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567221","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567195","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567232","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567151","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567148","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567185","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567240","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567222","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567171","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567142","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567174","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567160","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567177","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567145","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567241","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567186","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567224","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567199","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567172","F",2022-09-01,"MYLU","BAY CITY"
"P_989.001032567163","M",2022-09-01,"MYLU","BAY CITY"
"P_989.001038117482","F",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117474","M",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117605","M",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117644","M",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117657","M",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117603","M",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117624","M",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117656","M",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117636","M",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117559","M",2022-11-06,"MYLU","BAY CITY"
"P_989.001038117622","M",2023-03-07,"MYLU","MAIDEN ROCK"
"P_989.001038117582","F",2023-03-07,"MYLU","MAIDEN ROCK"
"P_989.001038117630","F",2023-03-07,"PESU","MAIDEN ROCK"
"P_989.001038117564","M",2023-03-07,"PESU","MAIDEN ROCK"
"P_989.001038117616","M",2023-03-07,"PESU","MAIDEN ROCK"
"P_989.001038117629","F",2023-03-07,"PESU","MAIDEN ROCK"
"P_989.001038117619","M",2023-03-07,"PESU","MAIDEN ROCK"
"P_989.001038117561","M",2023-03-07,"MYLU","MAIDEN ROCK"
"P_989.001038117577","F",2023-03-07,"MYLU","MAIDEN ROCK"
"P_989.001041204652","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204612","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204670","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204613","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204666","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204611","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204669","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204635","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204640","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204675","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204676","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204601","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204633","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204626","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204632","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204602","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204692","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204663","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204691","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204620","M",2023-08-28,"PESU","NEDA MINE"
"P_989.001041204684","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204631","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204618","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204688","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204681","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204622","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204649","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204655","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204598","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204615","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204607","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204689","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204683","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204605","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204616","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204657","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204661","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204636","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204628","M",2023-08-28,"EPFU","NEDA MINE"
"P_989.001041204614","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204639","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204679","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204654","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204662","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204630","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204600","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204677","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204593","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204651","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204599","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204619","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204674","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204671","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204648","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204608","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204653","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204690","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204617","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204627","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204629","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204659","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204642","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204594","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204609","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204647","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204672","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204595","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204658","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204597","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204624","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204682","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204634","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204687","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204656","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204686","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204685","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204644","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204638","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204623","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204606","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204664","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204621","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204646","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204673","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204596","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204641","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204604","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204680","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204645","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204667","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204610","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204625","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204603","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204650","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204643","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204958","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204969","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204908","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204926","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204965","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204991","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204973","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204964","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001042104976","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204909","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204952","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204984","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204956","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204985","F",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204953","M",2023-08-28,"MYLU","NEDA MINE"
"P_989.001041204794","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204847","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204883","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204808","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204884","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204871","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204842","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204846","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204806","M",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204860","F",2023-08-29,"MYLU","MAIDEN ROCK"
"P_989.001041204844","M",2023-08-29,"MYLU","MAIDEN ROCK"
