"pit_id","sex","date.tagged","species","site"
"P_989.001004592879","M",2017-11-06,"MYSE","SOUTH PORTAL"
"P_989.001004592867","F",2017-11-06,"MYSE","SOUTH PORTAL"
"P_989.001004592880","F",2017-11-06,"MYSE","SOUTH PORTAL"
"P_989.001004592890","M",2017-11-06,"MYSE","SOUTH PORTAL"
"P_989.001004592889","M",2017-11-06,"MYSE","SOUTH PORTAL"
"P_989.001004592841","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592780","F",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592762","M",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592754","M",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592843","M",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592813","M",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592834","M",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592777","F",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592791","F",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592862","M",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592886","M",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592881","M",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592861","M",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592871","F",2017-11-06,"PESU","SOUTH PORTAL"
"P_989.001004592855","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592866","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592888","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592812","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592814","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592758","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592807","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592797","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592770","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592778","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592786","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592763","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592831","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592816","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592823","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592793","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592835","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592848","F",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592755","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592765","F",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592782","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592825","M",2017-11-06,"MYLU","SOUTH PORTAL"
"P_989.001004592800","F",2018-03-08,"MYSE","SOUTH PORTAL"
"P_989.001004592821","",2018-03-08,"PESU","SOUTH PORTAL"
"P_989.001004592808","M",2018-03-08,"PESU","SOUTH PORTAL"
"P_989.001004592909","F",2018-03-08,"PESU","SOUTH PORTAL"
"P_989.001004592774","",2018-03-08,"MYLU","SOUTH PORTAL"
"P_989.001004592805","",2018-03-08,"MYLU","SOUTH PORTAL"
"P_989.001004592860","M",2018-03-08,"MYLU","SOUTH PORTAL"
"P_989.001004592714","M",2018-03-08,"MYLU","SOUTH PORTAL"
"P_989.001004592794","M",2018-03-08,"MYLU","SOUTH PORTAL"
"P_989.001004592788","F",2018-03-08,"MYLU","SOUTH PORTAL"
"P_989.001004592720","M",2018-03-08,"PESU","SOUTH PORTAL"
"P_989.001004592851","M",2018-03-08,"PESU","SOUTH PORTAL"
"P_989.001004592713","F",2018-11-17,"MYLU","SOUTH PORTAL"
"P_989.001004592905","F",2018-11-17,"MYLU","SOUTH PORTAL"
"P_989.001004592746","M",2018-11-17,"MYLU","SOUTH PORTAL"
"P_989.001004592943","M",2018-11-17,"MYLU","SOUTH PORTAL"
"P_989.001004592760","M",2018-11-17,"MYLU","SOUTH PORTAL"
"P_989.001004592929","M",2018-11-17,"MYLU","SOUTH PORTAL"
"P_989.001004592728","F",2018-11-17,"PESU","SOUTH PORTAL"
"P_989.001004592868","F",2018-11-17,"PESU","SOUTH PORTAL"
"P_989.001004592790","F",2018-11-17,"PESU","SOUTH PORTAL"
"P_989.001004592838","F",2018-11-17,"PESU","SOUTH PORTAL"
"P_989.001004592933","F",2019-03-07,"MYLU","SOUTH PORTAL"
"P_989.001004592705","M",2019-03-07,"MYLU","SOUTH PORTAL"
"P_989.001004592660","F",2019-03-07,"MYLU","SOUTH PORTAL"
"P_989.001004592740","M",2019-03-07,"MYLU","SOUTH PORTAL"
"P_989.001004592899","F",2019-03-07,"PESU","SOUTH PORTAL"
"P_989.001004592837","F",2019-03-07,"EPFU","SOUTH PORTAL"
"P_989.001004592708","F",2019-03-07,"MYLU","SOUTH PORTAL"
"P_989.001004592864","F",2019-03-07,"MYLU","SOUTH PORTAL"
"P_989.001004592945","F",2019-03-07,"MYLU","SOUTH PORTAL"
"P_989.001004592795","M",2019-03-07,"MYLU","SOUTH PORTAL"
"P_989.001004592664","M",2019-03-07,"MYLU","SOUTH PORTAL"
"P_989.001004592761","F",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592938","M",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592702","M",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592731","M",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592852","F",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592884","F",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592830","F",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592910","F",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592832","F",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592772","F",2019-11-05,"MYLU","BAY CITY"
"P_989.001004592811","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592846","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592826","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592792","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592849","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592824","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592810","F",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592844","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592775","F",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592845","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592804","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592784","F",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592820","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592902","F",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592744","M",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592767","F",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592691","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592759","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592696","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592722","M",2019-11-05,"MYLU","MAIDEN ROCK"
"P_989.001004592789","M",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592725","M",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592698","F",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592675","M",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592883","",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592836","M",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592917","M",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592815","M",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592803","F",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592779","M",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001004592856","F",2019-11-05,"PESU","MAIDEN ROCK"
"P_989.001034179132","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179018","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179139","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179036","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179116","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179146","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179064","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179176","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179145","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179048","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179113","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179114","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179056","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179153","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179097","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179021","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179157","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179178","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179110","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179045","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179182","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179098","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179076","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179025","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179069","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179125","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179144","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179023","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034178997","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179103","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179058","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179112","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179134","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179075","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179190","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179101","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179171","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179032","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179164","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179044","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179159","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179003","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179014","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179129","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179029","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179086","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179119","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179068","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034178998","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179136","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179011","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179055","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179017","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179065","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179040","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179030","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179085","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179066","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179170","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179049","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179154","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179161","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179152","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179096","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179037","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179137","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179158","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179191","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179181","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034178996","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179193","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179141","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179095","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179189","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179120","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179192","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179070","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179128","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179135","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179169","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179020","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179115","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179150","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179130","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179026","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179126","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179118","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179062","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179143","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179100","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034178995","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179185","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179106","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179022","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179133","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179099","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179006","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179168","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179052","M",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179047","F",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179172","",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179131","",2020-08-24,"MYLU","BAY CITY"
"P_989.001034179059","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179053","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179162","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179015","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034178999","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179088","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179043","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179107","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179081","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179078","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179123","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179042","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179127","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179072","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179140","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179149","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179272","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179010","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179019","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179008","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179252","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179105","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179174","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179102","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179187","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179163","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179238","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179179","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179031","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179255","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179142","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179090","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179121","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179160","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179001","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179278","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179084","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179060","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179289","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179165","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179122","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179234","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179111","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179067","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179034","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179073","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179000","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179259","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179109","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179249","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179228","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034178994","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179277","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179094","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179265","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179180","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179077","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179236","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179033","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179087","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179242","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179288","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179147","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179271","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179046","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179093","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179226","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179214","F",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179024","M",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179009","",2020-08-25,"MYLU","BAY CITY"
"P_989.001034179071","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179222","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179050","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179254","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179224","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179080","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179202","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179063","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179197","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179305","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179291","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179211","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179269","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179281","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179360","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179321","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179348","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179364","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179327","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179338","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179263","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179079","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179220","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179199","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179004","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179035","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179219","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179229","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179203","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179091","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179074","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179195","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179041","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179233","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179210","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179039","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179268","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179286","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179260","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179225","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179302","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179306","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179303","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179293","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179318","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179351","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179366","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179204","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179227","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179309","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179330","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179253","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179300","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179354","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179311","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179250","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179297","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179373","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179251","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179380","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179298","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179356","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179237","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179295","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179194","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179273","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179264","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179284","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179223","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179282","F",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179329","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179275","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034179245","M",2020-08-26,"MYLU","BAY CITY"
"P_989.001034203139","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203120","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203188","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203121","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203106","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203151","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203183","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203184","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203142","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203116","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203186","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203187","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203137","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203170","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203185","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203205","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203181","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203141","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203107","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203135","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203114","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203150","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203109","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203154","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203138","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203146","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203197","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203123","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203118","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203161","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203122","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203148","M",2020-08-26,"PESU","MAIDEN ROCK"
"P_989.001034203160","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203115","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203167","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203152","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203166","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203177","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203130","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203164","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203191","M",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203169","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203201","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203196","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203200","F",2020-08-26,"MYLU","MAIDEN ROCK"
"P_989.001034203199","F",2020-08-26,"MYLU","MAIDEN ROCK"
